time_s,Cell0_mV,Cell1_mV,Cell2_mV,Cell3_mV,Cell4_mV,Cell5_mV,Cell6_mV,Cell7_mV,Cell8_mV,Cell9_mV,V_stack_V,Current_mA
74.0,11.0,0.0,0.0,223.0,236.0,274.0,200.0,199.0,161.0,201.0,1.505,558.0
75.0,13.0,0.0,0.0,221.0,233.0,276.0,202.0,195.0,160.0,201.0,1.501,556.0
76.0,13.0,0.0,0.0,219.0,232.0,276.0,201.0,198.0,163.0,201.0,1.503,560.0
77.0,11.0,0.0,0.0,221.0,235.0,271.0,199.0,196.0,162.0,204.0,1.499,559.0
78.0,13.0,0.0,0.0,217.0,233.0,274.0,199.0,196.0,160.0,202.0,1.494,560.0
79.0,11.0,0.0,0.0,220.0,235.0,273.0,196.0,195.0,164.0,203.0,1.497,559.0
80.0,15.0,0.0,0.0,218.0,234.0,276.0,200.0,194.0,161.0,203.0,1.501,558.0
81.0,12.0,0.0,0.0,222.0,234.0,272.0,198.0,194.0,163.0,205.0,1.5,560.0
82.0,14.0,0.0,0.0,212.0,233.0,274.0,198.0,193.0,162.0,201.0,1.487,555.0
83.0,13.0,0.0,0.0,221.0,233.0,271.0,197.0,192.0,165.0,204.0,1.496,559.0
84.0,14.0,0.0,0.0,217.0,234.0,275.0,197.0,191.0,163.0,204.0,1.495,557.0
85.0,10.0,0.0,0.0,213.0,232.0,274.0,198.0,191.0,163.0,202.0,1.483,558.0
86.0,11.0,0.0,0.0,216.0,232.0,273.0,196.0,189.0,167.0,203.0,1.487,559.0
87.0,13.0,0.0,0.0,216.0,233.0,276.0,194.0,188.0,166.0,204.0,1.49,560.0
88.0,14.0,0.0,0.0,213.0,233.0,274.0,197.0,189.0,165.0,202.0,1.487,558.0
89.0,13.0,0.0,0.0,216.0,230.0,272.0,195.0,188.0,167.0,202.0,1.483,559.0
90.0,12.0,0.0,0.0,215.0,234.0,275.0,194.0,187.0,168.0,205.0,1.49,558.0
91.0,15.0,0.0,0.0,213.0,230.0,271.0,196.0,184.0,166.0,203.0,1.478,558.0
92.0,14.0,0.0,0.0,211.0,231.0,272.0,193.0,187.0,165.0,202.0,1.475,559.0
93.0,12.0,0.0,0.0,213.0,233.0,266.0,192.0,185.0,169.0,204.0,1.474,559.0
94.0,15.0,0.0,0.0,211.0,232.0,273.0,192.0,180.0,167.0,202.0,1.472,556.0
95.0,13.0,0.0,0.0,212.0,227.0,268.0,193.0,184.0,169.0,204.0,1.47,560.0
96.0,15.0,0.0,0.0,214.0,232.0,273.0,191.0,180.0,168.0,204.0,1.477,557.0
97.0,16.0,0.0,0.0,208.0,231.0,271.0,193.0,181.0,169.0,202.0,1.471,558.0
98.0,13.0,0.0,0.0,211.0,232.0,271.0,190.0,179.0,170.0,203.0,1.469,556.0
99.0,15.0,0.0,0.0,208.0,231.0,273.0,193.0,180.0,167.0,202.0,1.469,555.0
100.0,14.0,0.0,0.0,208.0,228.0,271.0,191.0,182.0,171.0,202.0,1.467,561.0
101.0,11.0,0.0,0.0,208.0,232.0,272.0,188.0,179.0,170.0,203.0,1.463,560.0
102.0,18.0,0.0,0.0,209.0,231.0,271.0,191.0,175.0,169.0,203.0,1.467,556.0
103.0,14.0,0.0,0.0,206.0,229.0,270.0,190.0,179.0,169.0,203.0,1.46,557.0
104.0,16.0,0.0,0.0,207.0,230.0,273.0,186.0,177.0,170.0,204.0,1.463,560.0
105.0,14.0,0.0,0.0,206.0,228.0,271.0,188.0,178.0,173.0,203.0,1.461,559.0
106.0,17.0,0.0,0.0,207.0,231.0,273.0,190.0,176.0,172.0,205.0,1.471,558.0
107.0,14.0,0.0,0.0,207.0,225.0,270.0,186.0,178.0,174.0,205.0,1.459,557.0
108.0,16.0,0.0,0.0,206.0,229.0,272.0,190.0,173.0,169.0,204.0,1.459,554.0
109.0,12.0,0.0,0.0,208.0,230.0,270.0,187.0,172.0,170.0,206.0,1.455,560.0
110.0,13.0,0.0,0.0,205.0,230.0,271.0,187.0,172.0,173.0,205.0,1.456,557.0
111.0,14.0,0.0,0.0,206.0,228.0,270.0,187.0,174.0,170.0,204.0,1.453,558.0
112.0,17.0,0.0,0.0,205.0,230.0,272.0,187.0,173.0,173.0,205.0,1.462,555.0
113.0,16.0,0.0,0.0,203.0,227.0,270.0,187.0,173.0,172.0,203.0,1.451,558.0
114.0,16.0,0.0,0.0,204.0,230.0,269.0,182.0,171.0,173.0,203.0,1.448,556.0
115.0,16.0,0.0,0.0,207.0,230.0,270.0,186.0,174.0,174.0,204.0,1.461,559.0
116.0,17.0,0.0,0.0,204.0,229.0,272.0,185.0,171.0,174.0,204.0,1.456,556.0
117.0,15.0,0.0,0.0,204.0,228.0,267.0,184.0,170.0,175.0,206.0,1.449,558.0
118.0,17.0,0.0,0.0,202.0,225.0,271.0,186.0,170.0,173.0,204.0,1.448,555.0
119.0,15.0,0.0,0.0,203.0,229.0,271.0,181.0,170.0,175.0,205.0,1.449,556.0
120.0,15.0,0.0,0.0,203.0,229.0,270.0,184.0,171.0,176.0,206.0,1.454,561.0
121.0,16.0,0.0,0.0,201.0,227.0,263.0,186.0,172.0,174.0,203.0,1.442,560.0
122.0,18.0,0.0,0.0,201.0,228.0,270.0,185.0,164.0,175.0,205.0,1.446,556.0
123.0,14.0,0.0,0.0,201.0,229.0,267.0,181.0,168.0,175.0,205.0,1.44,557.0
124.0,16.0,0.0,0.0,202.0,227.0,268.0,182.0,170.0,178.0,205.0,1.448,558.0
125.0,18.0,0.0,0.0,199.0,227.0,270.0,181.0,170.0,175.0,205.0,1.445,557.0
126.0,18.0,0.0,0.0,200.0,227.0,270.0,182.0,165.0,176.0,205.0,1.443,554.0
127.0,16.0,0.0,0.0,200.0,229.0,271.0,180.0,166.0,177.0,205.0,1.444,559.0
128.0,15.0,0.0,0.0,200.0,229.0,268.0,182.0,168.0,179.0,207.0,1.448,559.0
129.0,19.0,0.0,0.0,198.0,227.0,269.0,182.0,169.0,173.0,203.0,1.44,556.0
130.0,19.0,0.0,0.0,195.0,228.0,270.0,183.0,165.0,176.0,206.0,1.442,556.0
131.0,17.0,0.0,0.0,200.0,227.0,268.0,181.0,167.0,179.0,207.0,1.446,555.0
132.0,17.0,0.0,0.0,198.0,225.0,268.0,179.0,167.0,178.0,206.0,1.438,558.0
133.0,18.0,0.0,0.0,197.0,226.0,266.0,181.0,168.0,180.0,204.0,1.44,559.0
134.0,19.0,0.0,0.0,196.0,226.0,269.0,181.0,168.0,178.0,205.0,1.442,558.0
135.0,18.0,0.0,0.0,196.0,227.0,269.0,181.0,166.0,176.0,206.0,1.439,553.0
136.0,18.0,0.0,0.0,195.0,227.0,270.0,181.0,165.0,178.0,207.0,1.441,556.0
137.0,20.0,0.0,0.0,197.0,228.0,270.0,180.0,164.0,178.0,207.0,1.444,557.0
138.0,18.0,0.0,0.0,195.0,227.0,271.0,178.0,164.0,179.0,206.0,1.438,556.0
139.0,16.0,0.0,0.0,199.0,228.0,268.0,180.0,164.0,180.0,207.0,1.442,558.0
140.0,17.0,0.0,0.0,198.0,224.0,268.0,179.0,160.0,181.0,205.0,1.432,557.0
141.0,16.0,0.0,0.0,194.0,226.0,267.0,179.0,167.0,176.0,208.0,1.433,557.0
142.0,19.0,0.0,0.0,194.0,227.0,268.0,180.0,160.0,178.0,205.0,1.431,552.0
143.0,21.0,0.0,0.0,195.0,226.0,273.0,177.0,162.0,180.0,207.0,1.441,554.0
144.0,16.0,0.0,0.0,195.0,227.0,264.0,173.0,162.0,181.0,208.0,1.426,556.0
145.0,18.0,0.0,0.0,194.0,227.0,266.0,175.0,162.0,182.0,207.0,1.431,558.0
146.0,16.0,0.0,0.0,196.0,223.0,267.0,177.0,163.0,182.0,208.0,1.432,558.0
147.0,19.0,0.0,0.0,194.0,225.0,268.0,177.0,163.0,182.0,204.0,1.432,559.0
148.0,18.0,0.0,0.0,193.0,220.0,267.0,177.0,162.0,183.0,206.0,1.426,558.0
149.0,19.0,0.0,0.0,189.0,225.0,268.0,178.0,163.0,183.0,206.0,1.431,559.0
150.0,21.0,0.0,0.0,187.0,227.0,269.0,178.0,163.0,180.0,207.0,1.432,556.0
151.0,22.0,0.0,0.0,191.0,226.0,269.0,177.0,159.0,181.0,205.0,1.43,555.0
152.0,22.0,0.0,0.0,193.0,225.0,268.0,175.0,160.0,181.0,205.0,1.429,555.0
153.0,18.0,0.0,0.0,193.0,227.0,271.0,170.0,160.0,183.0,207.0,1.429,555.0
154.0,15.0,0.0,0.0,193.0,227.0,268.0,174.0,160.0,184.0,209.0,1.43,555.0
155.0,18.0,0.0,0.0,194.0,223.0,266.0,175.0,159.0,185.0,208.0,1.428,556.0
156.0,22.0,0.0,0.0,194.0,223.0,267.0,176.0,160.0,183.0,207.0,1.432,555.0
157.0,21.0,0.0,0.0,190.0,224.0,267.0,175.0,162.0,184.0,203.0,1.426,558.0
158.0,22.0,0.0,0.0,191.0,224.0,266.0,176.0,162.0,182.0,206.0,1.429,559.0
159.0,23.0,0.0,0.0,190.0,223.0,268.0,176.0,160.0,185.0,202.0,1.427,560.0
160.0,23.0,0.0,0.0,190.0,223.0,267.0,176.0,160.0,181.0,209.0,1.429,556.0
161.0,23.0,0.0,0.0,190.0,225.0,268.0,176.0,159.0,184.0,209.0,1.434,556.0
162.0,24.0,0.0,0.0,191.0,224.0,269.0,177.0,156.0,183.0,210.0,1.434,554.0
163.0,24.0,0.0,0.0,190.0,225.0,269.0,176.0,158.0,184.0,206.0,1.432,554.0
164.0,24.0,0.0,0.0,190.0,225.0,269.0,174.0,157.0,184.0,208.0,1.431,555.0
165.0,24.0,0.0,0.0,189.0,226.0,268.0,176.0,159.0,183.0,210.0,1.435,555.0
166.0,24.0,0.0,0.0,187.0,223.0,268.0,174.0,158.0,183.0,208.0,1.425,554.0
167.0,24.0,0.0,0.0,188.0,224.0,269.0,175.0,160.0,184.0,208.0,1.432,557.0
168.0,24.0,0.0,0.0,186.0,225.0,269.0,175.0,158.0,187.0,208.0,1.432,557.0
169.0,24.0,0.0,0.0,190.0,223.0,265.0,177.0,159.0,187.0,210.0,1.435,556.0
170.0,23.0,0.0,0.0,191.0,224.0,265.0,173.0,159.0,187.0,211.0,1.433,557.0
171.0,21.0,0.0,0.0,189.0,226.0,268.0,171.0,157.0,186.0,211.0,1.429,554.0
172.0,25.0,0.0,0.0,187.0,225.0,269.0,176.0,156.0,186.0,210.0,1.434,555.0
173.0,24.0,0.0,0.0,187.0,224.0,268.0,175.0,153.0,183.0,210.0,1.424,553.0
174.0,27.0,0.0,0.0,189.0,223.0,267.0,174.0,160.0,186.0,210.0,1.436,557.0
175.0,21.0,0.0,0.0,189.0,226.0,265.0,173.0,158.0,187.0,209.0,1.428,557.0
